Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Order Status
1060,72,Male,Yes,Laptop,SKU1005,3,Credit Card,1855.84,463.96,4,28-09-2023,Standard,"Accessory,Impulse Item,Extended Warranty",52.01,Completed
1060,72,Male,Yes,Tablet,SKU1002,3,Paypal,1482.18,247.03,6,12-07-2023,Overnight,Impulse Item,31.89,Completed
1060,72,Male,No,Smartphone,SKU1004,2,Paypal,1582.38,791.19,2,29-01-2024,Overnight,Impulse Item,49.59,Completed
1061,56,Male,Yes,Tablet,SKU1002,3,Cash,1976.24,247.03,8,25-10-2023,Standard,Impulse Item,14.49,Completed
1061,56,Male,No,Laptop,SKU1005,3,Paypal,463.96,463.96,1,21-05-2024,Express,"Impulse Item,Accessory",83.41,Completed
1062,62,Male,No,Smartphone,SKU1004,2,Debit Card,6329.52,791.19,8,23-03-2024,Standard,"Impulse Item,Extended Warranty",26.24,Completed
1063,64,Male,Yes,Laptop,SKU1005,3,Paypal,1855.84,463.96,4,25-04-2024,Standard,,0,Completed
1063,64,Male,No,Smartphone,SKU1004,2,Credit Card,2373.57,791.19,3,07-08-2024,Express,Extended Warranty,6.47,Cancelled
1066,44,Female,No,Smartphone,SKU1004,2,Paypal,2373.57,791.19,3,28-02-2024,Standard,"Accessory,Extended Warranty,Impulse Item",43.16,Cancelled
1066,44,Female,No,Smartphone,SKU1004,2,Credit Card,2373.57,791.19,3,13-07-2024,Overnight,"Extended Warranty,Impulse Item",40.68,Completed
1067,49,Male,No,Tablet,SKU1002,3,Paypal,1729.21,247.03,7,17-10-2023,Standard,,0,Cancelled
1067,49,Male,No,Smartwatch,SKU1003,3,Debit Card,1689.66,844.83,2,30-12-2023,Standard,"Impulse Item,Accessory,Impulse Item",81.55,Completed
1069,27,Male,No,Smartphone,SKU1001,5,Cash,145.25,20.75,7,21-05-2024,Standard,"Accessory,Extended Warranty",96.61,Completed
1070,30,Male,No,Smartphone,SKU1001,5,Paypal,62.25,20.75,3,29-11-2023,Standard,Extended Warranty,6.3,Cancelled
1071,54,Female,No,Smartwatch,SKU1003,3,Debit Card,7603.47,844.83,9,17-06-2024,Overnight,,0,Completed
1073,46,Female,No,Tablet,SKU1002,3,Cash,2223.27,247.03,9,07-11-2024,Standard,Accessory,8.66,Completed
1073,46,Female,Yes,Tablet,SKU1002,3,Credit Card,1976.24,247.03,8,09-12-2024,Express,Extended Warranty,46.38,Completed
1074,58,Male,No,Smartwatch,SKU1003,3,Cash,7603.47,844.83,9,11-06-2023,Standard,"Accessory,Impulse Item",58.95,Completed
1077,26,Male,No,Smartphone,SKU1004,2,Cash,2373.57,791.19,3,26-12-2023,Express,Extended Warranty,12.28,Completed
1077,26,Male,No,Tablet,SKU1002,3,Cash,1482.18,247.03,6,14-05-2024,Overnight,"Impulse Item,Accessory",12.86,Completed
1079,64,Male,No,Smartphone,SKU1001,5,Paypal,41.5,20.75,2,24-10-2023,Standard,Impulse Item,25.61,Completed
1079,64,Male,Yes,Smartphone,SKU1004,2,Paypal,3164.76,791.19,4,09-12-2024,Overnight,Impulse Item,8.16,Completed
1079,64,Male,No,Smartphone,SKU1004,2,Debit Card,2373.57,791.19,3,15-09-2024,Overnight,"Extended Warranty,Accessory,Extended Warranty",101.06,Completed
1080,55,Female,No,Smartphone,SKU1004,2,Paypal,3164.76,791.19,4,01-03-2024,Standard,,0,Cancelled
1080,55,Female,No,Tablet,SKU1002,3,Credit Card,247.03,247.03,1,18-08-2024,Express,Impulse Item,16.65,Completed
1083,24,Male,No,Smartwatch,SKU1003,3,Credit Card,3379.32,844.83,4,29-07-2024,Overnight,,0,Completed
1085,74,Male,No,Smartphone,SKU1001,5,Cash,20.75,20.75,1,10-11-2023,Express,"Impulse Item,Impulse Item,Extended Warranty",91.36,Completed
1085,74,Male,No,Tablet,SKU1002,3,Cash,741.09,247.03,3,05-02-2024,Overnight,Extended Warranty,10.04,Completed
1086,76,Male,No,Smartphone,SKU1001,5,Paypal,166,20.75,8,07-01-2024,Overnight,Accessory,25.72,Completed
1089,45,Male,No,Smartphone,SKU1004,2,Debit Card,3955.95,791.19,5,08-09-2024,Express,,0,Completed
1090,31,Male,No,Tablet,SKU1002,3,Debit Card,741.09,247.03,3,05-04-2024,Express,Extended Warranty,22.88,Cancelled
1091,22,Male,Yes,Smartwatch,SKU1003,3,Credit Card,1689.66,844.83,2,22-03-2024,Express,"Impulse Item,Extended Warranty",14.52,Cancelled
1093,56,Female,No,Smartphone,SKU1004,2,Credit Card,7120.71,791.19,9,27-04-2024,Express,Impulse Item,29.11,Completed
1094,65,Male,No,Smartphone,SKU1001,5,Debit Card,20.75,20.75,1,05-07-2024,Overnight,,0,Completed
1096,20,Female,Yes,Smartphone,SKU1001,5,Paypal,41.5,20.75,2,13-12-2023,Standard,Accessory,27.89,Completed
1096,20,Female,No,Laptop,SKU1005,3,Cash,4639.6,463.96,10,15-05-2024,Overnight,"Extended Warranty,Extended Warranty",85.32,Completed
1097,19,Male,No,Tablet,SKU1002,3,Paypal,988.12,247.03,4,25-03-2024,Express,"Accessory,Accessory",51.12,Completed
1099,68,Female,No,Smartphone,SKU1004,2,Credit Card,1582.38,791.19,2,10-09-2023,Standard,"Impulse Item,Extended Warranty,Impulse Item",100.12,Cancelled
1099,68,Female,No,Laptop,SKU1005,3,Paypal,1391.88,463.96,3,31-05-2024,Overnight,,0,Cancelled
1100,63,Female,Yes,Tablet,SKU1002,3,Credit Card,741.09,247.03,3,29-02-2024,Express,Extended Warranty,35.79,Completed
1100,63,Female,Yes,Smartwatch,SKU1003,3,Credit Card,3379.32,844.83,4,19-05-2024,Overnight,"Impulse Item,Impulse Item,Extended Warranty",48.78,Completed
1101,33,Female,Yes,Smartphone,SKU1001,5,Cash,207.5,20.75,10,10-09-2023,Standard,"Accessory,Accessory",88.38,Completed
1101,33,Female,No,Smartphone,SKU1004,2,Credit Card,791.19,791.19,1,25-10-2023,Overnight,Impulse Item,32.35,Cancelled
1101,33,Female,No,Smartphone,SKU1001,5,Cash,41.5,20.75,2,23-05-2024,Overnight,"Impulse Item,Extended Warranty,Impulse Item",125.35,Completed
1101,33,Female,No,Smartphone,SKU1001,5,Paypal,62.25,20.75,3,23-07-2024,Express,"Impulse Item,Accessory",77.61,Completed
1102,55,Male,No,Smartphone,SKU1001,5,Paypal,166,20.75,8,08-06-2024,Express,,0,Cancelled
1105,42,Female,No,Tablet,SKU1002,3,Debit Card,1482.18,247.03,6,20-09-2024,Overnight,"Impulse Item,Accessory,Extended Warranty",102,Completed
1109,37,Female,No,Laptop,SKU1005,3,Debit Card,1855.84,463.96,4,25-03-2024,Overnight,"Accessory,Impulse Item,Accessory",104.93,Cancelled
1109,37,Female,Yes,Smartphone,SKU1001,5,Debit Card,186.75,20.75,9,13-07-2024,Overnight,Accessory,42.66,Completed
1110,76,Male,No,Smartphone,SKU1001,5,Credit Card,207.5,20.75,10,07-11-2024,Express,,0,Completed
1112,58,Female,No,Tablet,SKU1002,3,Paypal,2223.27,247.03,9,15-02-2024,Overnight,"Accessory,Accessory",63.79,Completed
1112,58,Female,No,Tablet,SKU1002,3,Paypal,2223.27,247.03,9,19-06-2024,Express,"Extended Warranty,Extended Warranty",48.57,Completed
1114,25,Female,No,Smartphone,SKU1004,2,Paypal,4747.14,791.19,6,31-01-2024,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",71.97,Completed
1115,31,Female,No,Smartphone,SKU1004,2,Cash,791.19,791.19,1,30-12-2023,Overnight,"Impulse Item,Accessory",53.95,Cancelled
1115,31,Female,Yes,Smartwatch,SKU1003,3,Paypal,844.83,844.83,1,06-04-2024,Overnight,,0,Completed
1115,31,Female,No,Tablet,SKU1002,3,Debit Card,247.03,247.03,1,09-10-2024,Standard,,0,Completed
1116,55,Female,No,Laptop,SKU1005,3,Paypal,4175.64,463.96,9,01-10-2024,Overnight,Extended Warranty,15.85,Cancelled
1116,55,Female,No,Laptop,SKU1005,3,Cash,4175.64,463.96,9,20-05-2024,Express,,0,Completed
1117,34,Female,No,Smartwatch,SKU1003,3,Debit Card,1689.66,844.83,2,03-06-2024,Overnight,"Impulse Item,Accessory",48.25,Completed
1119,24,Male,No,Tablet,SKU1002,3,Credit Card,1482.18,247.03,6,01-12-2024,Standard,"Accessory,Impulse Item",65.34,Completed
1120,40,Female,Yes,Smartphone,SKU1001,5,Debit Card,186.75,20.75,9,13-12-2023,Express,Extended Warranty,48.52,Completed
1120,40,Female,No,Smartphone,SKU1001,5,Credit Card,103.75,20.75,5,25-02-2024,Express,,0,Cancelled
1122,69,Male,Yes,Smartphone,SKU1004,2,Paypal,5538.33,791.19,7,15-09-2024,Express,,0,Cancelled
1123,79,Male,Yes,Smartwatch,SKU1003,3,Credit Card,6758.64,844.83,8,04-09-2024,Overnight,"Extended Warranty,Accessory",54.15,Cancelled
1123,79,Male,Yes,Smartphone,SKU1004,2,Debit Card,791.19,791.19,1,08-12-2024,Standard,Accessory,5.86,Completed
1124,24,Female,No,Laptop,SKU1005,3,Credit Card,1855.84,463.96,4,02-12-2024,Overnight,,0,Completed
1124,24,Female,Yes,Laptop,SKU1005,3,Debit Card,3711.68,463.96,8,26-02-2024,Standard,"Extended Warranty,Accessory,Extended Warranty",85.04,Completed
1124,24,Female,No,Smartphone,SKU1004,2,Paypal,3164.76,791.19,4,09-05-2024,Overnight,"Impulse Item,Extended Warranty,Impulse Item",104.82,Completed
1125,46,Male,No,Smartwatch,SKU1003,3,Debit Card,5913.81,844.83,7,01-08-2024,Express,,0,Completed
1125,46,Male,No,Laptop,SKU1005,3,Cash,3711.68,463.96,8,24-08-2024,Standard,"Impulse Item,Impulse Item,Accessory",67.21,Completed
1127,80,Male,No,Smartwatch,SKU1003,3,Paypal,6758.64,844.83,8,12-06-2023,Express,"Impulse Item,Impulse Item",65.02,Completed
1127,80,Male,No,Smartphone,SKU1001,5,Paypal,166,20.75,8,22-03-2024,Express,"Extended Warranty,Accessory,Accessory",63.03,Cancelled
1129,36,Female,Yes,Smartphone,SKU1001,5,Cash,20.75,20.75,1,12-09-2023,Overnight,,0,Cancelled
1130,75,Female,Yes,Smartphone,SKU1004,2,Debit Card,4747.14,791.19,6,11-04-2023,Express,"Impulse Item,Extended Warranty",46.92,Completed
1132,18,Female,Yes,Smartphone,SKU1001,5,Cash,124.5,20.75,6,05-02-2024,Standard,"Extended Warranty,Extended Warranty",48.93,Completed
1133,25,Male,No,Laptop,SKU1005,3,Cash,1391.88,463.96,3,27-03-2024,Express,Accessory,39.14,Completed
1133,25,Male,Yes,Smartwatch,SKU1003,3,Debit Card,6758.64,844.83,8,07-06-2024,Standard,"Extended Warranty,Extended Warranty,Impulse Item",81.34,Completed
1134,23,Male,Yes,Smartphone,SKU1004,2,Paypal,6329.52,791.19,8,12-01-2023,Express,"Extended Warranty,Impulse Item",68.66,Completed
1134,23,Male,No,Laptop,SKU1005,3,Debit Card,927.92,463.96,2,22-12-2023,Overnight,"Impulse Item,Extended Warranty",43.76,Completed
1134,23,Male,No,Laptop,SKU1005,3,Debit Card,3711.68,463.96,8,06-10-2024,Express,"Extended Warranty,Extended Warranty,Extended Warranty",102.64,Cancelled
1134,23,Male,No,Smartphone,SKU1004,2,Paypal,7120.71,791.19,9,22-07-2024,Standard,,0,Completed
1136,20,Female,No,Smartwatch,SKU1003,3,Credit Card,844.83,844.83,1,14-12-2023,Overnight,Accessory,41.06,Completed
1139,56,Female,No,Smartphone,SKU1004,2,Debit Card,6329.52,791.19,8,21-09-2024,Overnight,"Extended Warranty,Extended Warranty,Accessory",46.71,Cancelled
1141,61,Male,No,Smartphone,SKU1001,5,Paypal,20.75,20.75,1,12-02-2023,Express,Extended Warranty,11.92,Completed
1141,61,Male,No,Laptop,SKU1005,3,Credit Card,1391.88,463.96,3,30-12-2023,Standard,Impulse Item,42.12,Completed
1141,61,Male,No,Laptop,SKU1005,3,Debit Card,3711.68,463.96,8,14-04-2024,Standard,"Impulse Item,Extended Warranty",60.23,Completed
1142,63,Female,No,Laptop,SKU1005,3,Cash,4175.64,463.96,9,26-10-2023,Standard,Accessory,33.15,Completed
1143,27,Female,No,Smartwatch,SKU1003,3,Cash,3379.32,844.83,4,12-06-2023,Express,,0,Completed
1144,42,Male,No,Smartwatch,SKU1003,3,Debit Card,844.83,844.83,1,26-02-2024,Overnight,"Extended Warranty,Accessory",89.92,Completed
1145,75,Female,No,Smartphone,SKU1001,5,Cash,83,20.75,4,19-01-2024,Overnight,Extended Warranty,16.42,Completed
1145,75,Female,No,Smartphone,SKU1001,5,Paypal,62.25,20.75,3,23-05-2024,Express,Extended Warranty,23.28,Completed
1145,75,Female,No,Smartwatch,SKU1003,3,Debit Card,5068.98,844.83,6,13-09-2024,Express,Extended Warranty,12,Cancelled
1147,24,Male,Yes,Smartwatch,SKU1003,3,Cash,8448.3,844.83,10,19-07-2024,Overnight,"Impulse Item,Accessory,Accessory",85.51,Completed
1148,77,Female,Yes,Tablet,SKU1002,3,Cash,2470.3,247.03,10,03-05-2024,Standard,,0,Completed
1148,77,Female,No,Laptop,SKU1005,3,Credit Card,927.92,463.96,2,14-03-2024,Standard,,0,Cancelled
1148,77,Female,No,Smartphone,SKU1004,2,Paypal,3955.95,791.19,5,17-08-2024,Standard,"Impulse Item,Impulse Item,Extended Warranty",102.68,Completed
1149,60,Male,No,Smartwatch,SKU1003,3,Debit Card,3379.32,844.83,4,30-10-2023,Overnight,"Extended Warranty,Accessory,Impulse Item",46.83,Completed
1149,60,Male,No,Smartphone,SKU1001,5,Paypal,103.75,20.75,5,07-06-2024,Express,Impulse Item,35.49,Cancelled
1149,60,Male,Yes,Smartphone,SKU1001,5,Credit Card,83,20.75,4,08-11-2024,Express,"Accessory,Extended Warranty,Accessory",90.09,Completed
1150,21,Male,No,Smartphone,SKU1004,2,Debit Card,5538.33,791.19,7,16-03-2024,Express,Accessory,35.65,Completed
1151,19,Female,No,Tablet,SKU1002,3,Paypal,1235.15,247.03,5,04-10-2024,Express,"Impulse Item,Impulse Item",76.73,Completed
1151,19,Female,No,Smartphone,SKU1001,5,Cash,166,20.75,8,18-07-2024,Express,,0,Cancelled
1152,45,Female,No,Smartphone,SKU1001,5,Cash,124.5,20.75,6,02-10-2024,Express,"Impulse Item,Impulse Item,Accessory",66.83,Completed
1154,70,Female,No,Laptop,SKU1005,3,Credit Card,463.96,463.96,1,09-09-2024,Overnight,,0,Completed
1155,29,Male,No,Smartwatch,SKU1003,3,Debit Card,5913.81,844.83,7,17-03-2024,Express,"Impulse Item,Accessory,Extended Warranty",72.69,Completed
1155,29,Male,No,Smartphone,SKU1004,2,Cash,3955.95,791.19,5,22-05-2024,Express,Extended Warranty,14.41,Completed
1160,22,Female,Yes,Smartphone,SKU1001,5,Debit Card,83,20.75,4,09-04-2024,Express,"Impulse Item,Extended Warranty",57.28,Cancelled
1162,20,Male,No,Smartwatch,SKU1003,3,Paypal,3379.32,844.83,4,08-02-2024,Overnight,"Impulse Item,Impulse Item",57.06,Cancelled
1167,66,Female,Yes,Smartphone,SKU1001,5,Paypal,124.5,20.75,6,12-05-2023,Express,"Impulse Item,Accessory",61.43,Completed
1168,54,Female,No,Laptop,SKU1005,3,Paypal,1391.88,463.96,3,27-10-2023,Overnight,,0,Cancelled
1169,57,Female,No,Smartphone,SKU1004,2,Credit Card,5538.33,791.19,7,10-03-2023,Overnight,,0,Cancelled
1169,57,Female,Yes,Laptop,SKU1005,3,Credit Card,2783.76,463.96,6,23-05-2024,Overnight,"Impulse Item,Accessory",54.39,Cancelled
1170,54,Male,No,Smartphone,SKU1004,2,Credit Card,5538.33,791.19,7,04-01-2024,Overnight,"Extended Warranty,Extended Warranty",76.57,Completed
1171,50,Male,Yes,Laptop,SKU1005,3,Debit Card,3247.72,463.96,7,10-08-2023,Standard,"Accessory,Accessory,Impulse Item",97.1,Completed
1171,50,Male,No,Laptop,SKU1005,3,Credit Card,4175.64,463.96,9,15-12-2023,Overnight,"Accessory,Extended Warranty",52.57,Completed
1171,50,Male,No,Tablet,SKU1002,3,Cash,988.12,247.03,4,08-06-2024,Standard,"Extended Warranty,Extended Warranty",89.46,Completed
1171,50,Male,No,Tablet,SKU1002,3,Paypal,741.09,247.03,3,09-07-2024,Overnight,,0,Completed
1174,29,Male,Yes,Smartphone,SKU1001,5,Cash,62.25,20.75,3,02-11-2024,Overnight,Extended Warranty,11.75,Cancelled
1174,29,Male,No,Tablet,SKU1002,3,Credit Card,988.12,247.03,4,13-08-2024,Standard,"Extended Warranty,Accessory,Impulse Item",95.57,Cancelled
1175,62,Male,No,Smartwatch,SKU1003,3,Paypal,844.83,844.83,1,11-05-2023,Standard,,0,Cancelled
1175,62,Male,No,Laptop,SKU1005,3,Credit Card,3247.72,463.96,7,17-09-2024,Express,"Extended Warranty,Accessory,Extended Warranty",108.15,Completed
1177,49,Female,No,Laptop,SKU1005,3,Paypal,2783.76,463.96,6,30-05-2024,Overnight,"Impulse Item,Impulse Item,Impulse Item",69,Completed
1178,19,Female,No,Tablet,SKU1002,3,Credit Card,247.03,247.03,1,23-04-2024,Overnight,"Impulse Item,Impulse Item",45.32,Cancelled
1180,41,Female,No,Smartwatch,SKU1003,3,Paypal,7603.47,844.83,9,15-03-2024,Express,,0,Completed
1181,50,Male,No,Smartphone,SKU1004,2,Paypal,3955.95,791.19,5,08-04-2024,Standard,Impulse Item,35.87,Completed
1182,78,Male,Yes,Smartphone,SKU1004,2,Debit Card,3955.95,791.19,5,15-11-2023,Standard,Accessory,37.96,Completed
1182,78,Male,No,Smartphone,SKU1004,2,Debit Card,7911.9,791.19,10,17-11-2023,Overnight,Accessory,16.81,Completed
1183,80,Male,No,Laptop,SKU1005,3,Credit Card,463.96,463.96,1,29-09-2023,Standard,"Impulse Item,Extended Warranty,Extended Warranty",133.13,Cancelled
1183,80,Male,Yes,Tablet,SKU1002,3,Paypal,247.03,247.03,1,18-09-2024,Standard,,0,Cancelled
1184,71,Female,Yes,Laptop,SKU1005,3,Debit Card,1391.88,463.96,3,08-09-2024,Express,"Accessory,Extended Warranty,Accessory",90.9,Completed
1185,49,Male,No,Smartwatch,SKU1003,3,Cash,2534.49,844.83,3,02-06-2024,Express,,0,Cancelled
1186,18,Male,No,Tablet,SKU1002,3,Credit Card,247.03,247.03,1,12-01-2023,Express,"Accessory,Accessory,Accessory",125.76,Cancelled
1187,55,Female,No,Smartwatch,SKU1003,3,Debit Card,2534.49,844.83,3,02-02-2024,Express,,0,Completed
1188,52,Male,No,Smartphone,SKU1004,2,Credit Card,2373.57,791.19,3,28-01-2024,Standard,"Impulse Item,Extended Warranty,Accessory",75.39,Completed
1188,52,Male,Yes,Tablet,SKU1002,3,Credit Card,1976.24,247.03,8,21-08-2024,Standard,"Extended Warranty,Impulse Item",86.82,Cancelled
